Name Event,Description,Date,Audience,Cycle,Veneu,Address,City ,Country,Website,Link
HOME & GIFT & TÊXTIL 2023,The largest and most comprehensive decoration & homeware exhibition in Latin America,"Feb. 12 - 15, 2023",Trade Public,twice a year,São Paulo Expo Exhibition & Convention Center,"Rodovia dos Imigrantes, km.1,5 Água Funda, São Paulo - SP, 04329-100",São Paulo (Brazil),Brazil,http://www.abup.com.br/en/homegift-textil,https://www.eventseye.com/fairs/f-home-gift-textil-27633-1.html
BREAKBULK MIDDLE EAST 2023,"International Trade Show for Maritime Transport of Non-Containerized Goods (Breakbulk) and ""Project Cargo"" (transportation of large, heavy-duty, high value, or complex pieces of equipment)","Feb. 13 - 14, 2023",Trade Public,every 2 years,Dubai World Trade Centre (Dubai Exhibition Centre),Sheik Zayed Road Convention Gate,Dubai (UAE - United Arab Emirates),UAE - United Arab Emirates,http://www.middleeast.breakbulk.com,https://www.eventseye.com/fairs/f-breakbulk-middle-east-28719-1.html
INTERNATIONAL LIDAR MAPPING FORUM 2023,"International LiDAR Mapping Forum is a technical conference and exhibition showcasing the latest airborne, terrestrial and underwater LiDAR as well as emerging remote-sensing and data collection tools and technologies","Feb. 13 - 15, 2023",Trade Public,once a year,Colorado Convention Center,"700 14th Street  Denver, CO 80202","Denver, CO (USA)",USA,http://www.lidarmap.org/international,https://www.eventseye.com/fairs/f-international-lidar-mapping-forum-26433-1.html
FORUM PISCINE 2023,Pool & Spa Expo and International Congress,"Feb. 15 - 17, 2023",Trade Public,once a year,Bologna Exhibition Centre,"Viale della Fiera, 20 40128 Bologna",Bologna (Italy),Italy,http://www.forumpiscine.it/en,https://www.eventseye.com/fairs/f-forum-piscine-14930-1.html
SPAR 3D EXPO & CONFERENCE 2023,"Trade show & Conference devoted to 3D sensing, 3D processing and 3D visualization tools","Feb. 13 - 15, 2023",Trade Public,once a year,Colorado Convention Center,"700 14th Street  Denver, CO 80202","Denver, CO (USA)",USA,http://www.spar3d.com/event,https://www.eventseye.com/fairs/f-spar-3d-expo-conference-26430-1.html
SIPRHÔ 2023,"Professional exhibition dedicated to beach restaurants & lounges, catering and hospitality in South of France. SIPRHÔ brings together all providers of the industries of hospitality, beverage and catering for private beaches","Feb. 13 - 15, 2023",Trade Public,once a year,Montpellier - Parc des Expositions,Sud de France Arena Parc des Expositions Montpellier,Montpellier (France),France,http://www.salondesplages.com,https://www.eventseye.com/fairs/f-siprho-19443-1.html
KOINÈ 2023,"Church Furnishings, Construction and Liturgical Exhibition","Feb. 13 - 15, 2023",Trade Public,every 2 years,Fiera di Vicenza,"Via dell'Oreficeria, 16  36100 Vicenza",Vicenza (Italy),Italy,http://www.koinexpo.com,https://www.eventseye.com/fairs/f-koine-3760-1.html
HOLIDAY & SPA EXPO 2023,International Tourist Fair,"Feb. 15 - 17, 2023",Trade Public,once a year,Inter Expo Center,"147 Tsarigradsko Shaussee 1784, Sofia",Sofia (Bulgaria),Bulgaria,http://holidayfair-sofia.com/?language_id=2,https://www.eventseye.com/fairs/f-holiday-spa-expo-17593-1.html
BUILDEX VANCOUVER 2023,"Event dedicated to Property Managers, Building Owners, Facility Managers and Operations Manager. Buildex Vancouver features Interior design and architecture, Property and real estate management, Construction and Renovation","Feb. 15 - 16, 2023",Trade Public,once a year,Vancouver Convention Centre,"1055 Canada Place Vancouver, BC, V6C 0C3","Vancouver, BC (Canada)",Canada,http://www.buildexvancouver.com,https://www.eventseye.com/fairs/f-buildex-vancouver-8790-1.html
HOMETECH 2023,International Exhibition of Home Appliances,"Feb. 15 - 19, 2023",Trade & General Public,once a year,Isfahan International Exhibition Fairground,"No. 41, Mehrabad St. 2nd Moshtagh Ave.",Isfahan (Iran),Iran,http://english.isfahanfair.ir,https://www.eventseye.com/fairs/f-hometech-20984-1.html
INDIA CERAMICS ASIA 2023,Indian International Ceramic Industry Exhibition&#12288;,"Feb. 15 - 17, 2023",Trade Public,once a year,"Helipad Grounds, Gandhinagar","Sector 17, Gandhinagar Gujarat 3382107",Gandhinagar (India),India,http://www.indian-ceramics.com,https://www.eventseye.com/fairs/f-india-ceramics-asia-22767-1.html
INDIAN CERAMICS 2023,"Ceramics Materials, Machinery, Supplies & Technology Show","Feb. 15 - 17, 2023",Trade Public,once a year,"Helipad Grounds, Gandhinagar","Sector 17, Gandhinagar Gujarat 3382107",Gandhinagar (India),India,http://www.indian-ceramics.com,https://www.eventseye.com/fairs/f-indian-ceramics-9807-1.html
ISFAHAN HOME DECORATION AND FURNITURE 2023,Specialized Exhibition of Home Decoration and Furniture Industry,"Feb. 15 - 19, 2023",Trade & General Public,twice a year,Isfahan International Exhibition Fairground,"No. 41, Mehrabad St. 2nd Moshtagh Ave.",Isfahan (Iran),Iran,http://english.isfahanfair.ir,https://www.eventseye.com/fairs/f-isfahan-home-decoration-and-furniture-20977-1.html
AQUA-THERM MOSCOW 2023,"International Trade Fair for Heating, Ventilation, Air Conditioning Technology, Sanitary Equipment & Environmental Protection - Including Moscow Pool","Feb. 14 - 17, 2023",Trade Public,once a year,Crocus-Expo IEC,Krasnogorsk 65-66 km Moscow Ring Road,Moscow (Russia),Russia,http://www.aquatherm-moscow.ru/en,https://www.eventseye.com/fairs/f-aqua-therm-moscow-5440-1.html
NORTHWEST FLOWER & GARDEN FESTIVAL 2023,"Seattle, WA Flower & Garden Show","Feb. 15 - 19, 2023",Trade & General Public,once a year,Seattle Center,"305 Harrison Street Seattle, WA 98109","Seattle, WA (USA)",USA,http://www.gardenshow.com,https://www.eventseye.com/fairs/f-northwest-flower-garden-festival-5314-1.html
KUWAIT BUILD & DESIGN WEEK 2023,The largest building and construction event in Kuwait,"Feb. 08 - 11, 2023",Trade Public,once a year,Kuwait International Fairs Ground,6th Ring Road Motor-highway Mishref,Mishref (Kuwait),Kuwait,http://www.kuwaitbuilddesignweek.com,https://www.eventseye.com/fairs/f-kuwait-build-design-week-25780-1.html
KYIVBUILD UKRAINE 2023,The leading exhibition in Ukraine’s building market showcasing all the developments and achievements in the industry. KyivBuild covers all major sectors of the building and construction industry in Ukraine,"Feb. 15 - 17, 2023",Trade Public,once a year,Kiev International Exhibition Center,"15, Brovarsky Ave Kyiv",Kiev (Ukraine),Ukraine,http://www.worldbuild-kiev.com.ua,https://www.eventseye.com/fairs/f-kyivbuild-ukraine-26689-1.html
INTERIOR DESIGN & FURNISHING 2023,Interior Design & Furnishing caters to the growing design and furnishing market in Kuwait offering a place to source the best products in services in the industry,"Feb. 08 - 11, 2023",Trade Public,once a year,Kuwait International Fairs Ground,6th Ring Road Motor-highway Mishref,Mishref (Kuwait),Kuwait,http://www.kuwaitbuilddesignweek.com/interior-design-furnishing,https://www.eventseye.com/fairs/f-interior-design-furnishing-27837-1.html
WORLDBUILD KIEV 2023,Ukraine International Building & Construction Exhibition,"Feb. 15 - 17, 2023",Trade Public,once a year,Kiev International Exhibition Center,"15, Brovarsky Ave Kyiv",Kiev (Ukraine),Ukraine,http://www.worldbuild-kiev.com.ua,https://www.eventseye.com/fairs/f-worldbuild-kiev-6163-1.html
BEAUTY EXPO UZBEKISTAN 2023,International Trade Show Specialized Exhibition of Beauty Products and Salon Equipment,"Feb. 16 - 18, 2023",Trade Public,once a year,International Hotel Tashkent,"107A Amir Temur Street Tashkent, 100084",Tashkent (Uzbekistan),Uzbekistan,http://www.expoposition.com,https://www.eventseye.com/fairs/f-beauty-expo-uzbekistan-13289-1.html
BAUMESSE GÖTTINGEN 2023,"Home, Construction, Renovation & Energy Savings Expo","Feb. 17 - 19, 2023",Trade & General Public,once a year,Lokhalle Göttingen,Bahnhofsallee 1b 37081 Göttingen,Gottingen (Germany),Germany,http://www.baumesse.de/goettingen,https://www.eventseye.com/fairs/f-baumesse-gottingen-21682-1.html
CANADIAN CONCRETE EXPO 2023,"Canada's only National Trade Show dedicated to the Concrete, Aggregates, and Construction Industries","Feb. 16 - 17, 2023",Trade Public,once a year,Metro Toronto Convention Centre,"255 Front Street West  Toronto, ON","Toronto, ON (Canada)",Canada,http://canadianconcreteexpo.com,https://www.eventseye.com/fairs/f-canadian-concrete-expo-29381-1.html
INTERIOR DESIGN KOREA 2023,"This exhibition features interior design, and finishing materials and products. It presents and promotes the interior consumer goods trends","Feb. 16 - 19, 2023",Trade Public,once a year,Kintex - Korea International Exhibition Center,"Daehwa-dong Ilsan-seogu Goyang-si, Gyeonggi-do",Seoul (Korea South),Korea South,http://indko.co.kr/intro/introduction,https://www.eventseye.com/fairs/f-interior-design-korea-28098-1.html
RALEIGH FALL HOME SHOW 2023,"Raleigh Home Show. Find fresh inspiration, helpful tips, innovative products and fantastic deals in remodelling, home improvement, decor & outdoor spaces with hundreds of experts all under one roof. From windows and flooring to cabinets & patios...","Feb. 17 - 19, 2023",Trade & General Public,once a year,Raleigh Convention Center,"500 South Salisbury Street Raleigh, NC 27601","Raleigh, NC (USA)",USA,http://www.raleighfallshow.com,https://www.eventseye.com/fairs/f-raleigh-fall-home-show-20378-1.html
"MADISON BUILD, REMODEL & LANDSCAPE SHOW 2023","Build, Remodel & Landscape Expo","Feb. 17 - 19, 2023",Trade Public,once a year,Monona Terrace Convention Center,"One John Nolen Drive Madison, WI 53703","Madison, WI (USA)",USA,http://www.homeshowcenter.com/overview/madison2,https://www.eventseye.com/fairs/f-madison-build-remodel-landscape-show-23770-1.html
KOREA BUILD WEEK 2023,"B2B exhibition for building materials, architecture, construction, technology, and design","Feb. 16 - 19, 2023",Trade Public,every 2 years,Kintex - Korea International Exhibition Center,"Daehwa-dong Ilsan-seogu Goyang-si, Gyeonggi-do",Seoul (Korea South),Korea South,http://koreabuild.co.kr/kintex,https://www.eventseye.com/fairs/f-korea-build-week-28095-1.html
SALON DE L'HABITAT DE VESOUL 2023,Home Fair in Vesoul (Bourgogne-Franche-Comté),"Feb. 17 - 19, 2023",Trade & General Public,once a year,Parc des Expositions de Haute-Saône,Rue Victor Dollé Zone Technologia,Vesoul (France),France,http://citevents.fr,https://www.eventseye.com/fairs/f-salon-de-l-habitat-de-vesoul-25060-1.html
BIRMINGHAM HOME SHOW 2023,"Birmingham, AL Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof","Feb. 17 - 19, 2023",Trade & General Public,once a year,Birmingham-Jefferson Convention Complex,"2100 Richard Arrington Jr. Blvd. North  Birmingham, AL 35203","Birmingham, AL (USA)",USA,http://birminghamhomeshow.com,https://www.eventseye.com/fairs/f-birmingham-home-show-15172-1.html
SALON HABITAT & JARDIN DE NANTES SUD 2023,"Home Show in Nantes. Construction, renovation, interior and exterior design, decoration","Feb. 17 - 19, 2023",Trade & General Public,once a year,Halle de la Trocardière,"101, rue de La Trocardière 44401 Rezé Cedex",Nantes (France),France,http://www.salonhabitat.net/nantes-sud,https://www.eventseye.com/fairs/f-salon-habitat-jardin-de-nantes-sud-19358-1.html
SALON HABITAT & JARDIN DE REZÉ 2023,"Home & Gardening Show in Rezé (Nantes). Construction, renovation, interior and exterior design, decoration","Feb. 17 - 19, 2023",Trade & General Public,once a year,Halle de la Trocardière,"101, rue de La Trocardière 44401 Rezé Cedex",Nantes (France),France,http://www.salonhabitat.net/nantes-sud,https://www.eventseye.com/fairs/f-salon-habitat-jardin-de-reze-26953-1.html
THE FLOWER AND PLANT SHOW 2023,Trade Show dedicated to Ornamental Horticulture and Landscaping sector,"Feb. 16 - 18, 2023",Trade Public,once a year,Tüyap Fair Convention and Congress Center,E-5 Karayolu Gürpinar Kavsagi,Istanbul (Turkey),Turkey,http://en.flowershow.com.tr,https://www.eventseye.com/fairs/f-the-flower-and-plant-show-27430-1.html
ZAK WORLD OF FAÇADES - AUSTRALIA - MELBOURNE 2023,Zak World of Façades is an International conference series on façade design & engineering,"on Feb. 16, 2023",Trade Public,once a year,Pullman Melbourne Albert Park,65 Queens Rd Albert Park,Melbourne (Australia),Australia,http://zakworldoffacades.com,https://www.eventseye.com/fairs/f-zak-world-of-facades-australia-melbourne-27172-1.html
SALON MAISON DE LISIEUX 2023,"Home Show in Lisieux. Salon Maison de Lisieux brings together specialists in construction, renovation, home equipment and interior and exterior decoration","Feb. 17 - 19, 2023",Trade & General Public,once a year,Parc des Expositions de Lisieux,"1055, rue Edouard Branly 14100 Lisieux",Lisieux (France),France,http://www.salonhabitat.net/lisieux,https://www.eventseye.com/fairs/f-salon-maison-de-lisieux-26956-1.html
SOUTHERN CONNECTICUT HOME & GARDEN SHOW 2023,"Southern Connecticut Home & Garden Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss","Feb. 17 - 19, 2023",Trade & General Public,once a year,Earth Expo & Covention Center at Mohegan Sun,"1 Mohegan Sun Boulevard Uncasville, CT 06382","Uncasville, CT (USA)",USA,http://www.jenksproductions.com/event/annual-southeastern-ct-home-and-garden-show,https://www.eventseye.com/fairs/f-southern-connecticut-home-garden-show-29536-1.html
FM EXPO SAUDI & SAUDI CLEAN EXPO 2023,The Kingdom's only Facilities Management & Cleaning event,"Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://www.fmexpo-saudi.com,https://www.eventseye.com/fairs/f-fm-expo-saudi-saudi-clean-expo-27074-1.html
SAUDI GLASS 2023,"Windows, Doors, Facades And Glass Industry Trade Show in Saudi Arabia","Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://www.windowsdoorsandfacadeseventsaudi.com,https://www.eventseye.com/fairs/f-saudi-glass-29165-1.html
HVAC R EXPO SAUDI 2023,Saudi Arabia's largest showcase for the HVAC R industry,"Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://www.hvacrexposaudi.com,https://www.eventseye.com/fairs/f-hvac-r-expo-saudi-27075-1.html
STONE & SURFACE SAUDI EXPO 2023,"International Natural Stone, Tiles & Coverings Exhibition in Saudi Arabia. STONES & SURFACE SAUDI EXPO is the meeting place for global distributors, manufacturers, architects, interior designers, contractors and real estate developers","Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://stoneandsurfacesaudi.com,https://www.eventseye.com/fairs/f-stone-surface-saudi-expo-23732-1.html
HUISHOUDBEURS 2023,Homes and Interior Exhibition,"Feb. 18 - 24, 2023",Trade Public,once a year,RAI International Exhibition and Congress Centre,Europaplein 1078 GZ Amsterdam,Amsterdam (Netherlands),Netherlands,http://www.huishoudbeurs.nl,https://www.eventseye.com/fairs/f-huishoudbeurs-1258-1.html
THE BIG 5 SAUDI 2023,"International Exhibition for Building, Water Technology & Environment, Air Conditioning & Refrigeration, Cleaning & Maintenance, Glass & Metal in Jeddah. THE BIG 5 SAUDI also offers free seminars sessions","Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://www.thebig5saudi.com,https://www.eventseye.com/fairs/f-the-big-5-saudi-21090-1.html
LIFE IN STYLE SYDNEY 2023,"Event decicated to Design, Homeware, gifts, and products for children. Life In style's boutique trade event delivers a mix of beautiful designer brands sourced from a diverse range of companies featuring Homeware, giftware, lifestyle and kids products","Feb. 18 - 21, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://www.lifeinstyle.com.au,https://www.eventseye.com/fairs/f-life-in-style-sydney-15819-1.html
THE RETAIL QUARTER SYDNEY 2023,"The Retail Quarter Sydney gathers wholesalers and new suppliers of gift, homewares and fashion, jewellery & accessories","Feb. 18 - 21, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://www.reedgiftfairs.com.au/retail-quarter-sydney,https://www.eventseye.com/fairs/f-the-retail-quarter-sydney-26021-1.html
RI-COSTRUIRE 2023,"Building, Energy Efficiency and safety Trade how","Feb. 18 - 26, 2023",Trade & General Public,once a year,Longaronefiere,"Via del Parco, 3 32013 Longarone (BL)",Longarone (Italy),Italy,http://www.longaronefiere.it/ri-costruire-3-0,https://www.eventseye.com/fairs/f-ri-costruire-24950-1.html
REED GIFT FAIRS - SYDNEY 2023,"Biggest annual gift and Homewares event in NSW. Reed Gift Fair, Trade Exhibition for the Wholesale Gift Products, Homewares, Fashion Accessories, Kitchenware & Jewelry Industries. Where retailers source & buy latest products from suppliers","Feb. 18 - 21, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://www.reedgiftfairs.com.au,https://www.eventseye.com/fairs/f-reed-gift-fairs-sydney-10430-1.html
"WINDOWS, DOORS AND FACADES EVENT - SAUDI ARABIA 2023","Windows, Doors, Facades And Glass Industry Trade Show in Saudi Arabia","Feb. 18 - 21, 2023",Trade Public,once a year,Riyadh International Exhibition Centre,Riyadh,Riyadh (Saudi Arabia),Saudi Arabia,http://www.windowsdoorsandfacadeseventsaudi.com,https://www.eventseye.com/fairs/f-windows-doors-and-facades-event-saudi-arabia-29166-1.html
BUILTEC 2023,International Exhibition of Modern Constructions and New Technologies of Construction and Public Works,"Feb. 20 - 23, 2023",Trade Public,once a year,Complexe Culturel Zénith Ahmed Bey,Cité Zouaghi Plateau Aïn El bey,Constantine (Algeria),Algeria,http://builtec-dz.com,https://www.eventseye.com/fairs/f-builtec-29519-1.html
PROFESSIONAL BEAUTY GCC 2023,"Trade Show for latest products and professionals of Beauty Industry. PROFESSIONAL BEAUTY GCC presents B2B networking, make-up artists, beauty items, nail spa, sauna, hair dresser, skin care items, latest tends, cosmetics and beauty salons","Feb. 20 - 21, 2023",Trade Public,once a year,Festival Arena by InterContinental,Dubai,Dubai (UAE - United Arab Emirates),UAE - United Arab Emirates,http://professionalbeauty.ae/e/pb/site/Home,https://www.eventseye.com/fairs/f-professional-beauty-gcc-24616-1.html
PROFESSIONAL SPA & WELLNESS CONVENTION 2023,"B2B networking for spa and wellness services. PROFESSIONAL SPA & WELLNESS CONVENTION features latest products and professionals of beauty industry, spa & sauna facility, make-up artists, hair dresser, skin care products, cosmetics and beauty salons","Feb. 20 - 21, 2023",Trade Public,once a year,Madinat Arena,Jumeirah Beach Road Dubai,Dubai (UAE - United Arab Emirates),UAE - United Arab Emirates,http://professionalbeauty.ae/e/pb/site/Home,https://www.eventseye.com/fairs/f-professional-spa-wellness-convention-24617-1.html
CLEANNESS AND HYGIENE 2023,"Cleaning of Public Establishments, Equipment for Outdoor Cleaning, Sanitary and Hygiene Products, Household Cleaning","Feb. 21 - 23, 2023",Trade Public,once a year,"Belexpo - 14, Pobediteley ave.","14, Pobediteley Avenue Minsk, 220035",Minsk (Belarus),Belarus,http://www.minskexpo.com/english,https://www.eventseye.com/fairs/f-cleanness-and-hygiene-5081-1.html
MEBLE POLSKA 2023,Fair of Furniture and Furnishing,"Feb. 21 - 24, 2023",Trade Public,once a year,Poznan Congress Center,ul. Glogowska 14 60-734 Poznan,Poznan (Poland),Poland,http://www.meblepolska.pl/en,https://www.eventseye.com/fairs/f-meble-polska-3115-1.html
TECNOVA-PISCINAS 2023,Technology and Innovation Trade Show for Aquatic Installations,"Feb. 21 - 24, 2023",Trade Public,every 2 years,Ifema - Parque Ferial Juan Carlos I,Feria de Madrid 28042 Madrid,Madrid (Spain),Spain,http://www.ifema.es/tecnova-piscinas,https://www.eventseye.com/fairs/f-tecnova-piscinas-23572-1.html
HOME DECOR 2023,"Textiles, Table and Kitchen, Light, Interior Design","Feb. 21 - 24, 2023",Trade & General Public,once a year,Poznan Congress Center,ul. Glogowska 14 60-734 Poznan,Poznan (Poland),Poland,http://www.homedecor.pl/en,https://www.eventseye.com/fairs/f-home-decor-590-1.html
LAB EXPO TUNISIA 2023,"Laboratory Expo. Life Sciences and Public Health, Scientific Research, Biotechnology, Food Industry, Environment, Mining and Industry, Civil Engineering, Chemicals and Petrochemicals","Feb. 22 - 25, 2023",Trade Public,every 2 years,Parc des expositions du Kram,2015 Le Kram Tunis,Tunis (Tunisia),Tunisia,http://www.fkram.com.tn/pdf/agenda.pdf,https://www.eventseye.com/fairs/f-lab-expo-tunisia-17753-1.html
GYM ISRAEL & POOLS ISRAEL 2023,"The leading event in Israel for Sports, Fitness, Pools, Spa and Wellness","Feb. 21 - 22, 2023",Trade Public,every 2 years,TLV Convention Center - Tel Aviv Fairgrounds,Rokach Blvd.  The Exhibition Gardens,Tel Aviv (Israel),Israel,http://www.stier.co.il/gym-and-pools/en,https://www.eventseye.com/fairs/f-gym-israel-pools-israel-16481-1.html
GYM & POOLS ISRAEL 2023,"International Exhibition in Israel exhibition for Sports, Fitness, Pools, Spa and Wellness","Feb. 21 - 22, 2023",Trade Public,every 2 years,TLV Convention Center - Tel Aviv Fairgrounds,Rokach Blvd.  The Exhibition Gardens,Tel Aviv (Israel),Israel,http://www.stier.co.il/gym-and-pools/en,https://www.eventseye.com/fairs/f-gym-pools-israel-7864-1.html
SENA - SECURITY EXPO NORTH AFRICA 2023,"SENA presents the latest technologies and innovations in Commercial Security, Smart Home, Fire Protection and Rescue, Safety & Health, Peripheral Security, Physical Security, Computer Security, Territorial Security...","Feb. 22 - 26, 2023",Trade Public,every 2 years,Parc des expositions du Kram,2015 Le Kram Tunis,Tunis (Tunisia),Tunisia,http://www.facebook.com/SENA2020,https://www.eventseye.com/fairs/f-sena-security-expo-north-africa-26948-1.html
BUILDEXPO AFRICA - TANZANIA 2023,"International Building, Construction, Municipal Equipment, Natural Stone, Machinery and Equipment Exhibition","Feb. 23 - 25, 2023",Trade Public,once a year,Diamond Jubilee Hall,Barabara ya Malik Dar es Salaam,Dar Es Salaam (Tanzania),Tanzania,http://www.expogr.com/tanzania/buildexpo,https://www.eventseye.com/fairs/f-buildexpo-africa-tanzania-16242-1.html
IRAN PROPERTY EXPO 2023,"International Real Estate, contruction and Property Expo","Feb. 21 - 24, 2023",Trade Public,once a year,Tehran Permanent Fairground,Dr. Chamran Highway Tadjrish,Tehran (Iran),Iran,http://www.iranpropertyexpo.com,https://www.eventseye.com/fairs/f-iran-property-expo-24243-1.html
CALGARY HOME + GARDEN SHOW 2023,"Calgary Home and Garden Show is the place to experience an abundance of design inspiration, remodelling tips and new ideas","Feb. 23 - 26, 2023",Trade & General Public,once a year,BMO Centre,"1410 Olympic Way SE Calgary, AB","Calgary, AB (Canada)",Canada,http://calgaryhgs.com,https://www.eventseye.com/fairs/f-calgary-home-garden-show-20372-1.html
CALGARY SPRING HOME & GARDEN SHOW 2023,Home and Garden Show. The Calgary Spring Home & Garden is the ultimate show on all things lifestyle. Seeking a new painting for your living room or a kitchen renovator? Designing a new home or renovating your existing space? This show is for you,"Feb. 23 - 26, 2023",Trade & General Public,once a year,BMO Centre,"1410 Olympic Way SE Calgary, AB","Calgary, AB (Canada)",Canada,http://www.calgaryhgs.com,https://www.eventseye.com/fairs/f-calgary-spring-home-garden-show-10342-1.html
KERAMIKA INDONESIA 2023,"The exhibition presents the latest ceramic technology, solutions, materials and design trends","Feb. 23 - 26, 2023",Trade Public,once a year,Balai Sidang Jakarta Convention Center,JL. Jend. Gatot Subroto Jakarta 10270,Jakarta (Indonesia),Indonesia,http://keramika.co.id,https://www.eventseye.com/fairs/f-keramika-indonesia-28744-1.html
CIAAR 2023,"China International Auto Air-conditioning & Refrigeration Exhibition. CIAAR exhibits include Vehicle Air-conditioning & Auto parts, Engine Cooling Equipments, Transport Refrigeration Technology & Equipment","Feb. 23 - 25, 2023",Trade Public,once a year,Shanghai New International Expo Centre,"2345 Longyang Road, Pudong New Area Shanghai P.R.C. 201204",Shanghai (China),China,http://www.autocoolexpo.com/en,https://www.eventseye.com/fairs/f-ciaar-11192-1.html
LIGHTEXPO AFRICA - TANZANIA 2023,"International Residential, Commercial & Industrial Lighting and Accessories Trade Exhibition","Feb. 23 - 25, 2023",Trade Public,once a year,Diamond Jubilee Hall,Barabara ya Malik Dar es Salaam,Dar Es Salaam (Tanzania),Tanzania,http://lightexpo.expogr.com,https://www.eventseye.com/fairs/f-lightexpo-africa-tanzania-25121-1.html
MEGABUILD INDONESIA 2023,"Indonesia Architecture, Interior Design & Building Exhibition","Feb. 23 - 26, 2023",Trade Public,once a year,Balai Sidang Jakarta Convention Center,JL. Jend. Gatot Subroto Jakarta 10270,Jakarta (Indonesia),Indonesia,http://www.megabuild.co.id,https://www.eventseye.com/fairs/f-megabuild-indonesia-19199-1.html
HOME LAB 2023,"Home Lab presents innovative, technological and eclectic products for the entire home / building, from exterior design to interior design","Feb. 23 - 26, 2023",Trade Public,once a year,Balai Sidang Jakarta Convention Center,JL. Jend. Gatot Subroto Jakarta 10270,Jakarta (Indonesia),Indonesia,http://megabuild.co.id,https://www.eventseye.com/fairs/f-home-lab-28743-1.html
DES MOINES HOME + GARDEN SHOW 2023,"Des Moines City, IA Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof","Feb. 23 - 26, 2023",Trade & General Public,once a year,Iowa Events Center,"730 Third Street    Des Moines, IA 50309","Des Moines, IA (USA)",USA,http://www.desmoineshomeandgardenshow.com,https://www.eventseye.com/fairs/f-des-moines-home-garden-show-10334-1.html
MINEXPO AFRICA - TANZANIA 2023,"International Mining & Mineral Processing Machinery Exhibition in Tanzania. MINEXPO AFRICA will showcase the latest technology and machinery from the areas of mineral extraction, earth moving, safety equipment and much more","Feb. 23 - 25, 2023",Trade Public,once a year,Diamond Jubilee Hall,Barabara ya Malik Dar es Salaam,Dar Es Salaam (Tanzania),Tanzania,http://expogr.com,https://www.eventseye.com/fairs/f-minexpo-africa-tanzania-22737-1.html
KERAMIKA 2023,International Ceramics Industry Exhibition,"Feb. 23 - 26, 2023",Trade & General Public,once a year,Balai Sidang Jakarta Convention Center,JL. Jend. Gatot Subroto Jakarta 10270,Jakarta (Indonesia),Indonesia,http://www.keramika.co.id,https://www.eventseye.com/fairs/f-keramika-19198-1.html
ENGINEERING & HEALTHCARE SHOW 2023,"Engineering & Healcare Tarde Fair. Agricultural Machinety, Furniture & Mattresses, Plastic Implements, Automotive, Packaging, Construction Mqterial, Home Appliances, Pharmaceutical, Surgical Instruments, Electrical machinery, Chemicals, Cosmetics...","Feb. 23 - 25, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://ehcs.tdap.gov.pk,https://www.eventseye.com/fairs/f-engineering-healthcare-show-29150-1.html
NEPAL BUILDCON EXPO 2023,"International exhibition for construction, architecture, building materials, decoration and interior design in Nepal","Feb. 23 - 26, 2023",Trade Public,once a year,Bhrikuti Mandap Exhibition Hall,Exhibition Road Kathmandu 44600,Kathmandu (Nepal),Nepal,http://nepalbuildcon.com.np,https://www.eventseye.com/fairs/f-nepal-buildcon-expo-22964-1.html
PORTLAND HOME & GARDEN SHOW 2023,"Home and Garden Show. Portland Fall Home & Garden Show draws qualified buyers who are looking for solutions to their needs. Exhibitors do half or more of their annual sales at the show, and their total sales are doubling and even tripling as a result","Feb. 23 - 26, 2023",Trade & General Public,twice a year,Portland Expo Center,"2060 North Marine Drive Portland, OR 97217","Portland, OR (USA)",USA,http://www.homeshowpdx.com,https://www.eventseye.com/fairs/f-portland-home-garden-show-13700-1.html
SENCON 2023,"International Building, Building Materials & Contruction Machinery Expo in Senegal","Feb. 23 - 25, 2023",Trade & General Public,once a year,CICAD - Centre International de Conférences Abdou Diouf,Rufisque,Dakar (Senegal),Senegal,http://senconexpo.com,https://www.eventseye.com/fairs/f-sencon-22499-1.html
